date,exdate,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,index_flag,issuer,div_convention,exercise_style,am_set_flag
31/08/2022,02/09/2022,C,177500,0,0.01,194,9676,0.579533,0.002521,0.001161,0.091066,-4.829646,148720100,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,180000,0,0.01,173,20745,0.639408,0.002305,0.000971,0.084109,-4.912914,148533363,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,182500,0,0.01,49,7891,0.697928,0.002129,0.000827,0.078303,-4.988012,148720101,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,185000,0,0.01,11,4250,0.755183,0.001981,0.000716,0.073345,-5.056442,148533364,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,187500,0,0.01,5,2067,0.81125,0.001856,0.000628,0.069071,-5.119249,148720102,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,190000,0,0.01,0,2189,0.866199,0.001749,0.000558,0.065371,-5.177246,148533365,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,192500,0,0.01,0,783,0.92009,0.001656,0.000499,0.062157,-5.231083,148720103,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,195000,0,0.01,9,572,0.97298,0.001574,0.000451,0.05935,-5.281339,148533366,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,197500,0,0.01,0,354,1.024921,0.001501,0.00041,0.056877,-5.32849,148720104,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,200000,0,0.01,0,1933,1.075957,0.001437,0.000375,0.054677,-5.372938,148533367,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,205000,0,0.01,0,248,1.175471,0.001326,0.000319,0.0509,-5.455001,148533368,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,210000,0,0.01,0,65,1.271796,0.001235,0.000276,0.047732,-5.529523,148533369,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,215000,0,0.01,0,283,1.365157,0.001158,0.000243,0.045007,-5.59784,148533370,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,220000,0,0.01,0,57,1.455747,0.001093,0.000216,0.042635,-5.660871,148533371,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,225000,0,0.01,0,11,1.543738,0.001037,0.000194,0.040558,-5.719307,148533372,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,230000,0,0.01,0,0,1.629286,0.000988,0.000176,0.038735,-5.773701,148596218,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,235000,0,0.01,0,0,1.712535,0.000945,0.000161,0.037132,-5.824524,148596219,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,240000,0,0.01,0,12,1.793616,0.000906,0.000148,0.035717,-5.872177,148596220,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,245000,0,0.01,0,0,1.872649,0.000872,0.000136,0.034462,-5.917029,148596221,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,250000,0,0.01,20,257,1.949743,0.000841,0.000127,0.033339,-5.959393,148596222,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,70000,86.6,88.1,3,67,4.691284,0.993882,0.000318,0.201806,-88.10208,148596223,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,75000,81.7,83.85,61,125,5.417645,0.979675,0.00078,0.572649,-284.5813,148596224,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,80000,76.6,78.15,8,43,4.067636,0.991709,0.000479,0.26427,-99.86359,148596225,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,85000,71.65,74.6,4,22,5.054045,0.966488,0.001269,0.868518,-402.516,148596226,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,90000,66.75,68.65,0,4,4.106705,0.976594,0.001158,0.644857,-243.6093,148596227,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,C,95000,61.85,63.7,3,21,3.860206,0.971724,0.001443,0.754101,-268.0793,148596228,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,100000,0,0.01,0,1419,1.977333,-0.000772,0.000115,0.031008,-5.577335,148596229,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,105000,0,0.01,0,33,1.777142,-0.000855,0.000141,0.034081,-5.509317,148596230,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,110000,0,0.01,0,397,1.58538,-0.000954,0.000175,0.037649,-5.434562,148596231,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,115000,0,0.01,0,1312,1.401139,-0.001074,0.000221,0.041884,-5.351668,148579793,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,120000,0,0.01,0,1537,1.223578,-0.001222,0.000284,0.047085,-5.258519,148579794,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,125000,0,0.01,0,1372,1.051889,-0.001409,0.000377,0.053714,-5.151967,148579795,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,130000,0,0.01,2,2486,0.885281,-0.001658,0.00052,0.062398,-5.027597,148579796,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,135000,0,0.01,43,3227,0.722964,-0.002005,0.000757,0.074086,-4.878886,148579797,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,136000,0,0.01,5,0,0.690942,-0.002092,0.000823,0.076947,-4.845332,149366019,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,137000,0,0.01,3,0,0.65905,-0.002186,0.000898,0.080053,-4.810215,149366020,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,138000,0,0.01,6,58,0.627278,-0.00229,0.000983,0.083418,-4.773365,149353596,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,139000,0,0.01,11,62,0.595616,-0.002403,0.001082,0.087139,-4.73456,149353597,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,140000,0,0.01,96,5252,0.564054,-0.002528,0.001196,0.091231,-4.693578,148533373,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,141000,0,0.01,417,774,0.532578,-0.002666,0.00133,0.095798,-4.65014,148533374,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,142000,0.01,0.02,48,832,0.564332,-0.006902,0.002935,0.22434,-11.52347,148533375,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,143000,0.01,0.02,32,1083,0.529753,-0.007315,0.003291,0.23592,-11.38518,148533376,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,144000,0.01,0.02,166,1533,0.495201,-0.007782,0.003718,0.248973,-11.23718,148533377,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,145000,0.02,0.03,3152,9752,0.492052,-0.012413,0.005624,0.375197,-16.77848,148533378,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,146000,0.02,0.03,230,2650,0.455595,-0.013313,0.006452,0.398214,-16.49942,148533379,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,147000,0.03,0.04,626,2321,0.440032,-0.018561,0.008883,0.529849,-21.18338,148533380,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,148000,0.05,0.06,1196,2458,0.432362,-0.028136,0.012833,0.752142,-29.53712,148533381,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,149000,0.06,0.07,3299,3025,0.403663,-0.03462,0.016315,0.89168,-32.71688,148533382,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,150000,0.1,0.11,15289,18483,0.397933,-0.053133,0.023388,1.258317,-45.56003,148533383,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,152500,0.29,0.3,11623,10393,0.375722,-0.132565,0.049055,2.494515,-85.05442,148720105,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,155000,0.75,0.76,42062,21544,0.355128,-0.28821,0.082608,3.971103,-127.602,148533384,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,157500,1.68,1.69,61718,13080,0.333858,-0.521991,0.102636,4.635954,-139.2823,148720106,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,160000,3.15,3.25,25936,18963,0.300821,-0.780273,0.085031,3.438369,-91.93568,148533385,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,162500,5.2,5.3,2184,8772,,,,,,148720107,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,165000,7.5,7.6,1724,17353,,,,,,148533386,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,167500,9.95,10.05,1123,5149,,,,,,148720108,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,170000,12.45,12.6,843,10868,,,,,,148533387,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,172500,14.95,15.1,395,17202,,,,,,148720109,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,175000,17.45,17.6,2608,2002,,,,,,148533388,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,177500,19.95,20.2,1616,1095,,,,,,148720110,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,180000,22.35,22.6,287,165,,,,,,148533389,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,182500,23.9,25.15,53,4,,,,,,148720111,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,185000,25.7,28.35,0,11,,,,,,148533390,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,187500,28.5,31.05,2,0,,,,,,148720112,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,190000,30.55,34.1,0,10,,,,,,148533391,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,192500,33.9,35.85,35,20,,,,,,148720113,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,195000,36.25,38.7,0,2,,,,,,148533392,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,197500,38.45,40.85,5,0,,,,,,148720114,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,200000,41.25,43.35,0,5,,,,,,148533393,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,205000,46.25,48.55,0,0,,,,,,148533394,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,210000,51.25,53.4,5,0,,,,,,148533395,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,215000,56.25,58.5,0,0,,,,,,148533396,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,220000,61.25,63.5,0,0,,,,,,148533397,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,225000,66.25,68.95,0,0,,,,,,148533398,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,230000,70.45,73.45,0,0,,,,,,148596232,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,235000,75.55,79,0,0,,,,,,148596233,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,240000,81.25,83.45,0,0,,,,,,148596234,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,245000,86.25,88.35,0,6,,,,,,148596235,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,250000,91.3,93.45,0,3,,,,,,148596236,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,70000,0,0.01,0,1,3.425177,-0.000451,0.000041,0.018755,-5.882345,148596237,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,75000,0,0.01,0,65,3.1463,-0.000491,0.000048,0.020287,-5.841698,148596238,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,80000,0,0.01,0,3,2.885133,-0.000535,0.000056,0.021975,-5.797353,148596239,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,85000,0,0.01,0,21,2.639399,-0.000583,0.000067,0.023853,-5.749112,148596240,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,90000,0,0.01,0,21,2.407206,-0.000638,0.00008,0.025954,-5.696652,148596241,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,02/09/2022,P,95000,0,0.01,0,4,2.186967,-0.0007,0.000095,0.028322,-5.639555,148596242,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,100000,56.15,59.5,0,15,1.661471,0.969084,0.001702,1.723344,-60.45197,148696953,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,105000,51,54.6,5,2,1.492501,0.967309,0.001984,1.805127,-57.12422,148696954,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,110000,46.25,49.4,1,16,1.357057,0.962932,0.002419,2.002419,-57.6657,148696955,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,115000,41.2,44.65,6,7,1.257375,0.954082,0.003106,2.375159,-63.37349,148696956,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,120000,37.55,37.65,504,11,0.964659,0.968814,0.002953,1.735079,-36.84361,148696957,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,125000,32.55,32.65,520,95,0.839563,0.964889,0.003741,1.913367,-35.57957,148696958,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,130000,27.55,27.7,41,106,0.729042,0.957598,0.005023,2.23305,-36.08366,148696959,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,135000,22.6,22.7,14,107,0.617848,0.947972,0.006983,2.623949,-36.12212,148696960,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,136000,21.6,21.7,14,0,0.593614,0.946171,0.007467,2.695978,-35.71383,149366021,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,137000,20.6,20.7,22,35,0.569422,0.944234,0.008005,2.773299,-35.28942,149353598,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,138000,19.65,19.75,4,8,0.562144,0.936791,0.008944,3.06552,-38.1386,149353599,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,139000,18.65,18.75,98,10,0.537497,0.934342,0.009634,3.157902,-37.62245,149353600,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,140000,17.65,17.75,100,165,0.512855,0.931681,0.010412,3.25598,-37.083,148647632,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,141000,16.7,16.8,45,70,0.502657,0.923176,0.011621,3.557863,-39.51688,148877705,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,142000,15.7,15.85,77,130,0.48423,0.916998,0.01279,3.772847,-40.2913,148647633,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,143000,14.75,14.85,59,56,0.465135,0.910339,0.014105,4.000155,-40.94078,148647634,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,144000,13.8,13.9,14,50,0.45122,0.900358,0.015715,4.32248,-42.75433,148647635,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,145000,12.85,12.95,102,41,0.435933,0.88972,0.017506,4.644605,-44.30816,148647636,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,146000,11.95,12.05,263,300,0.429228,0.873104,0.019634,5.134372,-47.85481,148647637,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,147000,11,11.1,74,77,0.410716,0.860771,0.02187,5.476173,-48.71851,148647638,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,148000,10.1,10.2,131,232,0.39952,0.842382,0.024427,5.945103,-51.26041,148647639,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,149000,9.25,9.35,58,195,0.393728,0.818381,0.027144,6.517809,-55.00568,148647640,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,150000,8.4,8.5,467,1981,0.384653,0.793446,0.03005,7.040026,-57.8725,148647641,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,152500,6.4,6.5,488,510,0.364392,0.71631,0.037648,8.36169,-64.45055,148720115,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,155000,4.6,4.7,1093,1185,0.34434,0.618427,0.044834,9.412279,-68.02729,148647642,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,157500,3.1,3.2,2024,1394,0.328834,0.501337,0.049124,9.849801,-67.55192,148720116,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,160000,1.96,1.97,17549,17156,0.314549,0.375461,0.048836,9.361819,-61.15208,148647643,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,162500,1.14,1.17,13791,6083,0.307273,0.258699,0.042644,7.986586,-50.75467,148720117,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,165000,0.62,0.63,15984,16741,0.301262,0.162563,0.033056,6.070136,-37.70556,148647644,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,167500,0.32,0.33,5185,6598,0.299932,0.095437,0.022909,4.185414,-25.83942,148720118,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,170000,0.17,0.18,4610,14198,0.305376,0.05559,0.014887,2.769594,-17.37337,148647645,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,172500,0.1,0.11,2250,7754,0.318191,0.034432,0.009712,1.885848,-12.28646,148720119,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,175000,0.05,0.07,1873,11639,0.327779,0.020461,0.006106,1.221244,-8.186509,148647646,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,177500,0.03,0.05,608,8742,0.344107,0.013637,0.004111,0.863968,-6.069156,148720120,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,180000,0.02,0.03,827,18001,0.356286,0.00865,0.002672,0.579774,-4.226008,148647647,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,182500,0.02,0.03,372,4666,0.387893,0.008018,0.002296,0.543266,-4.301358,148720121,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,185000,0.01,0.02,61,6682,0.395527,0.004945,0.001468,0.354463,-2.858054,148647648,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,187500,0.01,0.02,3,4096,0.424379,0.004642,0.001293,0.335441,-2.896955,148720122,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,190000,0.01,0.02,132,2893,0.452632,0.004381,0.001152,0.3188,-2.933058,148647649,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,192500,0,0.01,254,563,0.432804,0.001659,0.000501,0.132096,-1.167143,148720123,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,195000,0,0.01,7,864,0.457742,0.001577,0.000453,0.126139,-1.178076,148647650,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,197500,0,0.01,100,357,0.482232,0.001504,0.000411,0.120887,-1.18835,148720124,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,200000,0,0.01,0,2144,0.506296,0.001439,0.000376,0.116208,-1.198049,148647651,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,205000,0,0.01,0,844,0.553217,0.001328,0.00032,0.108158,-1.215986,148647652,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,210000,0,0.01,0,742,0.598634,0.001237,0.000277,0.101394,-1.2323,148647653,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,215000,0,0.01,0,141,0.642651,0.00116,0.000243,0.095578,-1.247273,148647654,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,220000,0,0.01,0,255,0.685361,0.001095,0.000217,0.090521,-1.261101,148647655,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,225000,0,0.01,0,134,0.726844,0.001038,0.000194,0.086102,-1.273924,148647656,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,230000,0,0.01,0,27,0.767176,0.000989,0.000176,0.082231,-1.285867,148696961,1,0,100,0,,w,0,APPLE INC,,A,
31/08/2022,09/09/2022,C,235000,0,0.01,0,0,0.806424,0.000946,0.000161,0.078831,-1.297031,148696962,1,0,100,0,,w,0,APPLE INC,,A,
